[1] ADD,kHMjwfSx2P,63511.53 
[8247] CANCEL_SELL,mMQlpMeOfD 
[8248] SELL,La1eSbNL6p,KUZ,362.68 
[8249] COMMIT_BUY,RtgbNlNQ82 
[8250] CANCEL_SET_SELL,pz8HIUVPXH,HMX 
[8251] DISPLAY_SUMMARY,QPKBykFnxr 
[8252] ADD,e6Ql5cbsux,68709.54 
[8253] COMMIT_BUY,Kt8I7sdBcS 
[8254] SET_SELL_TRIGGER,LHA4yFlv3r,RPF,46.44 
[8255] SET_SELL_TRIGGER,zVGmOyE2TY,LNW,89.20 
[8256] BUY,BDty3gMxBy,YZB,507.40 
[8257] CANCEL_SET_BUY,E5CusuUGY3,ZFP 
[8258] QUOTE,h0Ib8LzTs9,VAL 
[8259] DISPLAY_SUMMARY,whcYxtH67L 
[8260] CANCEL_SET_SELL,PDwyOp2gzv,PZV 
[8261] QUOTE,YIgPFTE1M7,SFY 
[8262] ADD,pTZZjie7eX,74879.38 
[8263] SELL,r9sY6ykQwB,LNW,528.21 
[8264] CANCEL_BUY,kHMjwfSx2P 
[8265] QUOTE,pz8HIUVPXH,LPF 
[8266] COMMIT_SELL,izXvHOmJ6Y 
[8267] QUOTE,qkUYmnHXvb,QTG 
[8268] COMMIT_BUY,ItaC6MIk2c 
[8269] CANCEL_SELL,Js6LySzcEQ 
[8270] CANCEL_SELL,r9sY6ykQwB 
[8271] CANCEL_SET_SELL,BDty3gMxBy,TYW 
[8272] BUY,e6Ql5cbsux,GGV,305.27 
[8273] SELL,qoExOgAPyd,LNW,457.57 
[8274] BUY,L3qfH51ukK,PFG,663.40 
[8275] QUOTE,TMxB3eAn63,QTG 
[8276] BUY,h0Ib8LzTs9,RDD,422.58 
[8277] ADD,uspV5YXJSf,64972.85 
[8278] QUOTE,yAAurFarHT,TWQ 
[8279] BUY,IkWXoni8ti,SLF,266.87 
[8280] QUOTE,TMxB3eAn63,COI 
[8281] SET_BUY_AMOUNT,bfIjLoap9T,XYR,650.06 
[8282] SET_BUY_TRIGGER,bfIjLoap9T,MFG,538.55 
[8283] CANCEL_SET_BUY,QPKBykFnxr,YZB 
[8284] COMMIT_SELL,E9DHfAjHfd 
[8285] CANCEL_SET_SELL,ItaC6MIk2c,TWQ 
[8286] SET_BUY_AMOUNT,qoExOgAPyd,XTF,0.79 
[8287] QUOTE,YET2WF8iGL,ODH 
[8288] COMMIT_BUY,BxWlges22v 
[8289] BUY,qoExOgAPyd,GWE,434.36 
[8290] ADD,E9DHfAjHfd,65163.26 
[8291] CANCEL_SELL,IkWXoni8ti 
[8292] BUY,TMxB3eAn63,SFY,140.88 
[8293] BUY,BDty3gMxBy,BMJ,638.11 
[8294] SET_BUY_TRIGGER,JPE6oMVt1b,YYX,18.50 
[8295] ADD,whcYxtH67L,64264.39 
[8296] QUOTE,YIgPFTE1M7,DKJ 
[8297] CANCEL_SET_SELL,Z14JubX5Uv,HGW 
[8298] DISPLAY_SUMMARY,whcYxtH67L 
[8299] COMMIT_BUY,TMxB3eAn63 
[8300] DISPLAY_SUMMARY,jK70t6xffU 
[8301] SELL,QPKBykFnxr,VQZ,129.79 
[8302] BUY,YET2WF8iGL,ABQ,354.76 
[8303] CANCEL_BUY,LHA4yFlv3r 
[8304] COMMIT_BUY,qEVRIEnox8 
[8305] SET_SELL_TRIGGER,Js6LySzcEQ,PZV,41.95 
[8306] SET_BUY_AMOUNT,bfIjLoap9T,BMJ,479.02 
[8307] SET_BUY_TRIGGER,h0Ib8LzTs9,GWE,48.83 
[8308] COMMIT_SELL,La1eSbNL6p 
[8309] BUY,jK70t6xffU,PFG,643.79 
[8310] ADD,mMQlpMeOfD,55699.44 
[8311] SELL,ItaC6MIk2c,JBQ,723.50 
[8312] BUY,yAAurFarHT,PFG,189.21 
[8313] CANCEL_SET_SELL,Z14JubX5Uv,ZFP 
[8314] BUY,mZFoN64osd,XYR,17.64 
[8315] COMMIT_BUY,yAAurFarHT 
[8316] COMMIT_BUY,L3qfH51ukK 
[8317] SET_SELL_TRIGGER,JPE6oMVt1b,RPF,82.18 
[8318] ADD,JPE6oMVt1b,73503.63 
[8319] DISPLAY_SUMMARY,13VC8b11Q6 
[8320] BUY,R4lbhHC1hS,MFG,265.24 
[8321] COMMIT_BUY,qoExOgAPyd 
[8322] QUOTE,tK1JNuy0li,HZQ 
[8323] QUOTE,PDwyOp2gzv,PFG 
[8324] BUY,tK1JNuy0li,SUN,166.46 
[8325] BUY,qkUYmnHXvb,HMX,725.91 
[8326] COMMIT_SELL,Z14JubX5Uv 
[8327] BUY,qoExOgAPyd,XXD,455.88 
[8328] SELL,LHA4yFlv3r,WXZ,127.95 
[8329] CANCEL_SET_BUY,TMxB3eAn63,WVC 
[8330] ADD,NmALn2RmzI,88528.67 
[8331] CANCEL_SET_BUY,h0Ib8LzTs9,CXT 
[8332] CANCEL_SET_BUY,BxWlges22v,KUZ 
[8333] ADD,CvCH8jPh2i,61322.03 
[8334] COMMIT_SELL,QPKBykFnxr 
[8335] BUY,bfIjLoap9T,JNP,28.89 
[8336] CANCEL_SELL,zVGmOyE2TY 
[8337] COMMIT_BUY,BDty3gMxBy 
[8338] BUY,PDwyOp2gzv,SFY,596.20 
[8339] BUY,CvCH8jPh2i,JXE,696.20 
[8340] CANCEL_SELL,TMxB3eAn63 
[8341] BUY,bfIjLoap9T,BFA,584.97 
[8342] SELL,ItaC6MIk2c,KUZ,166.91 
[8343] SELL,whcYxtH67L,UED,575.65 
[8344] COMMIT_SELL,LHA4yFlv3r 
[8345] COMMIT_BUY,PDwyOp2gzv 
[8346] BUY,zVGmOyE2TY,VVL,111.11 
[8347] COMMIT_BUY,L3qfH51ukK 
[8348] COMMIT_BUY,La1eSbNL6p 
[8349] CANCEL_BUY,e6Ql5cbsux 
[8350] QUOTE,CvCH8jPh2i,TWQ 
[8351] SELL,PDwyOp2gzv,KUZ,138.97 
[8352] SET_BUY_AMOUNT,Kt8I7sdBcS,RPN,546.40 
[8353] SET_SELL_AMOUNT,jK70t6xffU,UQO,522.44 
[8354] CANCEL_BUY,h0Ib8LzTs9 
[8355] COMMIT_SELL,qEVRIEnox8 
[8356] QUOTE,uspV5YXJSf,BXC 
[8357] SET_BUY_AMOUNT,r9sY6ykQwB,KUZ,636.31 
[8358] COMMIT_BUY,yAAurFarHT 
[8359] CANCEL_SET_BUY,whcYxtH67L,RYI 
[8360] CANCEL_BUY,LHA4yFlv3r 
[8361] DISPLAY_SUMMARY,TMxB3eAn63 
[8362] COMMIT_BUY,L3qfH51ukK 
[8363] CANCEL_SELL,qEVRIEnox8 
[8364] BUY,e6Ql5cbsux,OTW,133.37 
[8365] QUOTE,uspV5YXJSf,YNA 
[8366] CANCEL_BUY,wMcCWGxtZb 
[8367] CANCEL_SET_SELL,yAAurFarHT,ODH 
[8368] QUOTE,pTZZjie7eX,SUN 
[8369] SET_SELL_TRIGGER,jK70t6xffU,UQO,341.50 
[8370] COMMIT_SELL,PDwyOp2gzv 
[8371] BUY,wMcCWGxtZb,MFC,226.44 
[8372] CANCEL_SELL,TMxB3eAn63 
[8373] DISPLAY_SUMMARY,R4lbhHC1hS 
[8374] COMMIT_BUY,YET2WF8iGL 
[8375] QUOTE,pz8HIUVPXH,HJE 
[8376] SELL,BxWlges22v,WXZ,111.46 
[8377] CANCEL_SET_BUY,qEVRIEnox8,QDU 
[8378] QUOTE,NmALn2RmzI,NAI 
[8379] QUOTE,La1eSbNL6p,PXD 
[8380] COMMIT_BUY,qkUYmnHXvb 
[8381] SELL,Js6LySzcEQ,LNW,3.12 
[8382] CANCEL_BUY,BDty3gMxBy 
[8383] BUY,JPE6oMVt1b,GGV,299.30 
[8384] CANCEL_SET_BUY,R4lbhHC1hS,VOT 
[8385] COMMIT_BUY,YET2WF8iGL 
[8386] SELL,QPKBykFnxr,JBQ,107.48 
[8387] BUY,E5CusuUGY3,PMO,454.83 
[8388] CANCEL_SET_SELL,E5CusuUGY3,HJE 
[8389] COMMIT_BUY,R4lbhHC1hS 
[8390] COMMIT_SELL,BxWlges22v 
[8391] CANCEL_BUY,pz8HIUVPXH 
[8392] COMMIT_BUY,e6Ql5cbsux 
[8393] SET_SELL_AMOUNT,qoExOgAPyd,VQZ,361.21 
[8394] QUOTE,NmALn2RmzI,SUN 
[8395] COMMIT_SELL,yAAurFarHT 
[8396] BUY,BDty3gMxBy,TFP,154.21 
[8397] CANCEL_SET_SELL,qEVRIEnox8,OTW 
[8398] SET_BUY_TRIGGER,L3qfH51ukK,BXC,84.51 
[8399] SELL,qEVRIEnox8,BMJ,58.45 
[8400] ADD,mMQlpMeOfD,62476.94 
[8401] SELL,QPKBykFnxr,UED,396.06 
[8402] SELL,BxWlges22v,TNV,47.06 
[8403] BUY,CvCH8jPh2i,WYB,167.83 
[8404] BUY,QPKBykFnxr,WBS,122.63 
[8405] QUOTE,mZFoN64osd,PFG 
[8406] CANCEL_SELL,yAAurFarHT 
[8407] BUY,YET2WF8iGL,XYR,130.71 
[8408] SELL,BDty3gMxBy,BMJ,637.40 
[8409] CANCEL_SELL,qEVRIEnox8 
[8410] COMMIT_BUY,CvCH8jPh2i 
[8411] COMMIT_SELL,BxWlges22v 
[8412] SET_SELL_TRIGGER,pz8HIUVPXH,LNW,102.97 
[8413] CANCEL_SET_BUY,TMxB3eAn63,VOT 
[8414] ADD,kHMjwfSx2P,80842.95 
[8415] BUY,kHMjwfSx2P,CRJ,450.81 
[8416] ADD,BxWlges22v,70592.48 
[8417] COMMIT_BUY,QPKBykFnxr 
[8418] QUOTE,mZFoN64osd,HJE 
[8419] ADD,CvCH8jPh2i,93119.18 
[8420] COMMIT_SELL,h0Ib8LzTs9 
[8421] QUOTE,NmALn2RmzI,YRS 
[8422] COMMIT_SELL,R4lbhHC1hS 
[8423] SELL,izXvHOmJ6Y,LNW,257.20 
[8424] COMMIT_BUY,kHMjwfSx2P 
[8425] SELL,E9DHfAjHfd,LNW,110.75 
[8426] CANCEL_SELL,kHMjwfSx2P 
[8427] COMMIT_BUY,7nGIkyoUrD 
[8428] COMMIT_SELL,Js6LySzcEQ 
[8429] BUY,IkWXoni8ti,MOE,524.42 
[8430] QUOTE,pz8HIUVPXH,ZFP 
[8431] QUOTE,Z14JubX5Uv,STS 
[8432] DISPLAY_SUMMARY,NmALn2RmzI 
[8433] SET_BUY_TRIGGER,r9sY6ykQwB,CXT,21.55 
[8434] COMMIT_SELL,R4lbhHC1hS 
[8435] COMMIT_BUY,YET2WF8iGL 
[8436] CANCEL_SET_BUY,13VC8b11Q6,SWC 
[8437] QUOTE,7nGIkyoUrD,XXD 
[8438] SET_SELL_TRIGGER,wMcCWGxtZb,WYB,127.18 
[8439] DISPLAY_SUMMARY,pz8HIUVPXH 
[8440] CANCEL_BUY,NmALn2RmzI 
[8441] BUY,E9DHfAjHfd,PMO,719.79 
[8442] DISPLAY_SUMMARY,IkWXoni8ti 
[8443] SET_BUY_TRIGGER,Z14JubX5Uv,NQP,96.26 
[8444] QUOTE,qoExOgAPyd,UPQ 
[8445] QUOTE,qoExOgAPyd,RYI 
[8446] BUY,7nGIkyoUrD,PXD,556.08 
[8447] CANCEL_SELL,bfIjLoap9T 
[8448] ADD,YIgPFTE1M7,44484.21 
[8449] QUOTE,mZFoN64osd,KUZ 
[8450] SET_SELL_TRIGGER,h0Ib8LzTs9,VQZ,171.04 
[8451] QUOTE,yAAurFarHT,ABQ 
[8452] SET_BUY_AMOUNT,QPKBykFnxr,KUZ,48.91 
[8453] SET_BUY_TRIGGER,QPKBykFnxr,ACY,40.05 
[8454] SET_SELL_TRIGGER,YIgPFTE1M7,DUW,1.25 
[8455] SET_BUY_AMOUNT,pz8HIUVPXH,QTG,127.17 
[8456] SET_BUY_TRIGGER,qEVRIEnox8,CRJ,133.12 
[8457] DISPLAY_SUMMARY,whcYxtH67L 
[8458] COMMIT_BUY,JPE6oMVt1b 
[8459] COMMIT_BUY,E9DHfAjHfd 
[8460] CANCEL_SELL,qoExOgAPyd 
[8461] QUOTE,JPE6oMVt1b,MFC 
[8462] COMMIT_SELL,E5CusuUGY3 
[8463] COMMIT_SELL,PDwyOp2gzv 
[8464] CANCEL_SET_SELL,Js6LySzcEQ,NQP 
[8465] DISPLAY_SUMMARY,Z14JubX5Uv 
[8466] COMMIT_SELL,IkWXoni8ti 
[8467] BUY,yAAurFarHT,UCS,304.25 
[8468] COMMIT_BUY,CxzX2w8DmS 
[8469] DISPLAY_SUMMARY,RtgbNlNQ82 
[8470] SET_BUY_AMOUNT,whcYxtH67L,LNW,147.66 
[8471] SET_BUY_AMOUNT,LHA4yFlv3r,LNW,671.02 
[8472] CANCEL_SET_SELL,IkWXoni8ti,PMO 
[8473] BUY,E9DHfAjHfd,JXE,577.46 
[8474] CANCEL_SET_BUY,zVGmOyE2TY,TNV 
[8475] COMMIT_SELL,PDwyOp2gzv 
[8476] COMMIT_BUY,zVGmOyE2TY 
[8477] COMMIT_BUY,zVGmOyE2TY 
[8478] CANCEL_SET_BUY,QPKBykFnxr,VQZ 
[8479] DISPLAY_SUMMARY,JPE6oMVt1b 
[8480] ADD,Js6LySzcEQ,54493.88 
[8481] CANCEL_SET_BUY,bfIjLoap9T,HJE 
[8482] SET_SELL_TRIGGER,bfIjLoap9T,UUG,32.02 
[8483] COMMIT_BUY,NmALn2RmzI 
[8484] SELL,r9sY6ykQwB,WXZ,314.24 
[8485] SET_BUY_TRIGGER,LHA4yFlv3r,WXO,214.93 
[8486] ADD,bfIjLoap9T,58544.39 
[8487] CANCEL_SET_SELL,h0Ib8LzTs9,TWQ 
[8488] COMMIT_SELL,qEVRIEnox8 
[8489] QUOTE,NmALn2RmzI,YUI 
[8490] COMMIT_BUY,7nGIkyoUrD 
[8491] SELL,E9DHfAjHfd,RYI,490.84 
[8492] BUY,TMxB3eAn63,BFA,723.44 
[8493] CANCEL_SET_BUY,kHMjwfSx2P,VVL 
[8494] BUY,qkUYmnHXvb,KLF,246.77 
[8495] CANCEL_SELL,qoExOgAPyd 
[8496] BUY,qEVRIEnox8,YUI,188.58 
[8497] SELL,qoExOgAPyd,RYI,651.22 
[8498] DISPLAY_SUMMARY,RtgbNlNQ82 
[8499] SELL,pz8HIUVPXH,UED,456.03 
[8500] QUOTE,BxWlges22v,ABQ 
[8501] CANCEL_SET_SELL,uspV5YXJSf,MAP 
[8502] BUY,mMQlpMeOfD,UCS,16.56 
[8503] QUOTE,e6Ql5cbsux,ACY 
[8504] COMMIT_SELL,izXvHOmJ6Y 
[8505] SELL,13VC8b11Q6,BMJ,156.15 
[8506] QUOTE,R4lbhHC1hS,UCS 
[8507] COMMIT_BUY,yAAurFarHT 
[8508] COMMIT_SELL,ItaC6MIk2c 
[8509] COMMIT_SELL,pz8HIUVPXH 
[8510] COMMIT_BUY,TMxB3eAn63 
[8511] COMMIT_BUY,kHMjwfSx2P 
[8512] CANCEL_BUY,wMcCWGxtZb 
[8513] SET_SELL_TRIGGER,YET2WF8iGL,CHG,22.84 
[8514] CANCEL_BUY,jK70t6xffU 
[8515] CANCEL_SET_BUY,BxWlges22v,JXE 
[8516] BUY,R4lbhHC1hS,MAP,79.72 
[8517] SELL,TMxB3eAn63,KUZ,433.57 
[8518] COMMIT_SELL,PDwyOp2gzv 
[8519] CANCEL_BUY,YET2WF8iGL 
[8520] DISPLAY_SUMMARY,pz8HIUVPXH 
[8521] COMMIT_BUY,PDwyOp2gzv 
[8522] SET_BUY_AMOUNT,E9DHfAjHfd,KUZ,156.83 
[8523] SELL,zVGmOyE2TY,UED,213.03 
[8524] SELL,kHMjwfSx2P,BMJ,341.93 
[8525] SET_SELL_TRIGGER,RtgbNlNQ82,XTF,22.06 
[8526] COMMIT_SELL,Z14JubX5Uv 
[8527] DISPLAY_SUMMARY,yAAurFarHT 
[8528] COMMIT_SELL,jK70t6xffU 
[8529] BUY,e6Ql5cbsux,SBK,469.63 
[8530] COMMIT_SELL,BDty3gMxBy 
[8531] COMMIT_SELL,jK70t6xffU 
[8532] COMMIT_BUY,uspV5YXJSf 
[8533] COMMIT_SELL,YIgPFTE1M7 
[8534] COMMIT_BUY,R4lbhHC1hS 
[8535] COMMIT_SELL,TMxB3eAn63 
[8536] COMMIT_SELL,kHMjwfSx2P 
[8537] CANCEL_BUY,7nGIkyoUrD 
[8538] ADD,izXvHOmJ6Y,102646.39 
[8539] COMMIT_SELL,pz8HIUVPXH 
[8540] COMMIT_SELL,13VC8b11Q6 
[8541] COMMIT_SELL,zVGmOyE2TY 
[8542] COMMIT_SELL,uspV5YXJSf 
[8543] SELL,r9sY6ykQwB,LNW,557.46 
[8544] COMMIT_BUY,RtgbNlNQ82 
[8545] CANCEL_SET_SELL,QPKBykFnxr,SUN 
[8546] ADD,mMQlpMeOfD,76474.18 
[8547] BUY,NmALn2RmzI,YZB,200.84 
[8548] BUY,YET2WF8iGL,TFP,169.02 
[8549] SET_SELL_AMOUNT,h0Ib8LzTs9,XTF,690.98 
[8550] CANCEL_SELL,zVGmOyE2TY 
[8551] ADD,JPE6oMVt1b,63343.52 
[8552] SET_BUY_AMOUNT,e6Ql5cbsux,ACY,114.39 
[8553] CANCEL_BUY,E5CusuUGY3 
[8554] QUOTE,pz8HIUVPXH,RPN 
[8555] BUY,mZFoN64osd,VVL,549.21 
[8556] ADD,TMxB3eAn63,70449.94 
[8557] SET_BUY_TRIGGER,CvCH8jPh2i,OTW,184.84 
[8558] COMMIT_BUY,tK1JNuy0li 
[8559] BUY,JPE6oMVt1b,IFV,130.07 
[8560] SET_BUY_AMOUNT,ItaC6MIk2c,JBQ,520.57 
[8561] COMMIT_BUY,YET2WF8iGL 
[8562] DISPLAY_SUMMARY,BxWlges22v 
[8563] COMMIT_SELL,qoExOgAPyd 
[8564] COMMIT_BUY,qkUYmnHXvb 
[8565] SET_BUY_TRIGGER,IkWXoni8ti,JLX,152.51 
[8566] QUOTE,Z14JubX5Uv,UQO 
[8567] SET_BUY_TRIGGER,Kt8I7sdBcS,ZRU,541.06 
[8568] SET_SELL_TRIGGER,tK1JNuy0li,MOE,69.07 
[8569] SET_BUY_TRIGGER,RtgbNlNQ82,QDU,354.96 
[8570] SET_BUY_TRIGGER,qoExOgAPyd,WXZ,0.38 
[8571] SELL,LHA4yFlv3r,WXZ,691.65 
[8572] DISPLAY_SUMMARY,whcYxtH67L 
[8573] SET_BUY_AMOUNT,Z14JubX5Uv,WXZ,387.45 
[8574] BUY,E5CusuUGY3,HMX,340.82 
[8575] COMMIT_BUY,E5CusuUGY3 
[8576] QUOTE,mMQlpMeOfD,VVL 
[8577] BUY,Z14JubX5Uv,VAL,457.56 
[8578] COMMIT_SELL,r9sY6ykQwB 
[8579] DISPLAY_SUMMARY,LHA4yFlv3r 
[8580] BUY,pz8HIUVPXH,DWD,26.46 
[8581] CANCEL_SELL,QPKBykFnxr 
[8582] COMMIT_BUY,kHMjwfSx2P 
[8583] CANCEL_SET_BUY,zVGmOyE2TY,LED 
[8584] SELL,jK70t6xffU,TWQ,253.65 
[8585] BUY,R4lbhHC1hS,XYR,285.00 
[8586] BUY,E9DHfAjHfd,XTF,349.91 
[8587] SET_SELL_AMOUNT,La1eSbNL6p,RPN,165.77 
[8588] DISPLAY_SUMMARY,qoExOgAPyd 
[8589] COMMIT_BUY,R4lbhHC1hS 
[8590] SET_BUY_TRIGGER,ItaC6MIk2c,SFY,326.30 
[8591] BUY,kHMjwfSx2P,PGD,695.70 
[8592] SET_BUY_TRIGGER,e6Ql5cbsux,WYB,24.08 
[8593] SET_SELL_TRIGGER,h0Ib8LzTs9,XTF,211.10 
[8594] CANCEL_SELL,CvCH8jPh2i 
[8595] SET_BUY_TRIGGER,IkWXoni8ti,SFY,160.10 
[8596] QUOTE,LHA4yFlv3r,KLF 
[8597] CANCEL_BUY,kHMjwfSx2P 
[8598] COMMIT_BUY,ItaC6MIk2c 
[8599] SELL,R4lbhHC1hS,JBQ,177.14 
[8600] CANCEL_BUY,YIgPFTE1M7 
[8601] SELL,BDty3gMxBy,RYI,535.98 
[8602] SELL,IkWXoni8ti,WXZ,238.02 
[8603] DISPLAY_SUMMARY,kHMjwfSx2P 
[8604] SET_SELL_TRIGGER,Kt8I7sdBcS,YNA,80.73 
[8605] COMMIT_SELL,jK70t6xffU 
[8606] COMMIT_BUY,zVGmOyE2TY 
[8607] COMMIT_BUY,RtgbNlNQ82 
[8608] CANCEL_BUY,uspV5YXJSf 
[8609] SELL,wMcCWGxtZb,LNW,525.83 
[8610] QUOTE,bfIjLoap9T,XYC 
[8611] BUY,L3qfH51ukK,RPF,711.49 
[8612] CANCEL_SET_BUY,e6Ql5cbsux,JBQ 
[8613] BUY,izXvHOmJ6Y,YNA,497.61 
[8614] DISPLAY_SUMMARY,qkUYmnHXvb 
[8615] COMMIT_BUY,pz8HIUVPXH 
[8616] CANCEL_SET_SELL,R4lbhHC1hS,VAL 
[8617] CANCEL_SET_SELL,La1eSbNL6p,RPN 
[8618] ADD,BxWlges22v,65264.94 
[8619] QUOTE,uspV5YXJSf,OTW 
[8620] COMMIT_SELL,IkWXoni8ti 
[8621] QUOTE,pTZZjie7eX,QDU 
[8622] BUY,whcYxtH67L,HMX,344.11 
[8623] SELL,pTZZjie7eX,XTF,413.54 
[8624] BUY,Js6LySzcEQ,AAL,671.77 
[8625] QUOTE,mMQlpMeOfD,IFV 
[8626] COMMIT_BUY,NmALn2RmzI 
[8627] COMMIT_BUY,Js6LySzcEQ 
[8628] SELL,pz8HIUVPXH,TWQ,403.04 
[8629] SET_SELL_TRIGGER,L3qfH51ukK,WBS,113.47 
[8630] CANCEL_BUY,kHMjwfSx2P 
[8631] BUY,NmALn2RmzI,JBQ,374.08 
[8632] DISPLAY_SUMMARY,CxzX2w8DmS 
[8633] CANCEL_SET_SELL,YET2WF8iGL,TFP 
[8634] BUY,R4lbhHC1hS,LED,720.36 
[8635] COMMIT_BUY,E9DHfAjHfd 
[8636] COMMIT_SELL,e6Ql5cbsux 
[8637] QUOTE,whcYxtH67L,CNC 
[8638] DISPLAY_SUMMARY,jK70t6xffU 
[8639] CANCEL_SET_SELL,kHMjwfSx2P,WBS 
[8640] SET_SELL_TRIGGER,Z14JubX5Uv,WXO,175.61 
[8641] CANCEL_BUY,E5CusuUGY3 
[8642] ADD,13VC8b11Q6,84667.69 
[8643] SET_BUY_TRIGGER,r9sY6ykQwB,WYB,36.93 
[8644] DISPLAY_SUMMARY,kHMjwfSx2P 
[8645] COMMIT_BUY,izXvHOmJ6Y 
[8646] COMMIT_BUY,CvCH8jPh2i 
[8647] COMMIT_BUY,NmALn2RmzI 
[8648] SET_BUY_TRIGGER,whcYxtH67L,PZL,65.08 
[8649] BUY,13VC8b11Q6,CNC,67.10 
[8650] SET_BUY_TRIGGER,r9sY6ykQwB,JLX,111.49 
[8651] BUY,e6Ql5cbsux,VJT,690.44 
[8652] SELL,Js6LySzcEQ,LNW,65.51 
[8653] SELL,CxzX2w8DmS,KUZ,359.86 
[8654] SET_SELL_TRIGGER,La1eSbNL6p,MOE,157.31 
[8655] SELL,7nGIkyoUrD,WXZ,371.10 
[8656] COMMIT_SELL,IkWXoni8ti 
[8657] COMMIT_SELL,pTZZjie7eX 
[8658] COMMIT_SELL,ItaC6MIk2c 
[8659] QUOTE,TMxB3eAn63,CHG 
[8660] SELL,IkWXoni8ti,XYR,332.36 
[8661] SET_BUY_TRIGGER,mZFoN64osd,YUI,149.37 
[8662] CANCEL_SET_BUY,jK70t6xffU,GGR 
[8663] QUOTE,yAAurFarHT,JNP 
[8664] SET_BUY_AMOUNT,uspV5YXJSf,VVL,279.42 
[8665] CANCEL_BUY,r9sY6ykQwB 
[8666] COMMIT_BUY,e6Ql5cbsux 
[8667] SELL,zVGmOyE2TY,RPN,261.45 
[8668] COMMIT_SELL,pz8HIUVPXH 
[8669] BUY,pTZZjie7eX,ZFP,144.15 
[8670] ADD,TMxB3eAn63,70274.42 
[8671] COMMIT_BUY,L3qfH51ukK 
[8672] SET_SELL_AMOUNT,BDty3gMxBy,KUZ,146.70 
[8673] SELL,bfIjLoap9T,KUZ,720.88 
[8674] QUOTE,h0Ib8LzTs9,LED 
[8675] QUOTE,La1eSbNL6p,BXC 
[8676] SELL,CvCH8jPh2i,KUZ,631.34 
[8677] SET_BUY_AMOUNT,izXvHOmJ6Y,BMJ,715.38 
[8678] COMMIT_BUY,pTZZjie7eX 
[8679] SET_SELL_AMOUNT,Kt8I7sdBcS,VQZ,698.05 
[8680] SELL,qoExOgAPyd,KUZ,387.52 
[8681] CANCEL_SET_SELL,QPKBykFnxr,RPF 
[8682] ADD,PDwyOp2gzv,82269.44 
[8683] COMMIT_BUY,13VC8b11Q6 
[8684] COMMIT_SELL,wMcCWGxtZb 
[8685] COMMIT_BUY,qEVRIEnox8 
[8686] QUOTE,TMxB3eAn63,NQP 
[8687] CANCEL_SET_BUY,Js6LySzcEQ,TKB 
[8688] COMMIT_BUY,CxzX2w8DmS 
[8689] DISPLAY_SUMMARY,NmALn2RmzI 
[8690] BUY,Kt8I7sdBcS,WYB,666.90 
[8691] SET_SELL_AMOUNT,qEVRIEnox8,RPN,431.25 
[8692] BUY,PDwyOp2gzv,LPF,154.00 
[8693] COMMIT_BUY,R4lbhHC1hS 
[8694] SET_SELL_TRIGGER,BDty3gMxBy,KUZ,77.24 
[8695] DISPLAY_SUMMARY,L3qfH51ukK 
[8696] CANCEL_BUY,qkUYmnHXvb 
[8697] ADD,wMcCWGxtZb,80535.12 
[8698] DISPLAY_SUMMARY,wMcCWGxtZb 
[8699] COMMIT_SELL,NmALn2RmzI 
[8700] CANCEL_SET_SELL,tK1JNuy0li,PZV 
[8701] DISPLAY_SUMMARY,yAAurFarHT 
[8702] CANCEL_SELL,CvCH8jPh2i 
[8703] CANCEL_BUY,tK1JNuy0li 
[8704] ADD,pz8HIUVPXH,66530.94 
[8705] DISPLAY_SUMMARY,izXvHOmJ6Y 
[8706] SELL,R4lbhHC1hS,LNW,88.39 
[8707] SELL,r9sY6ykQwB,LNW,640.75 
[8708] SET_SELL_AMOUNT,L3qfH51ukK,KUZ,36.61 
[8709] COMMIT_SELL,bfIjLoap9T 
[8710] ADD,BDty3gMxBy,68294.66 
[8711] QUOTE,BDty3gMxBy,CHG 
[8712] SET_BUY_TRIGGER,uspV5YXJSf,LPF,202.23 
[8713] QUOTE,pz8HIUVPXH,STS 
[8714] BUY,RtgbNlNQ82,ACY,746.98 
[8715] SET_BUY_TRIGGER,jK70t6xffU,YUI,102.28 
[8716] COMMIT_SELL,wMcCWGxtZb 
[8717] COMMIT_SELL,yAAurFarHT 
[8718] COMMIT_SELL,r9sY6ykQwB 
[8719] BUY,BDty3gMxBy,VJT,179.25 
[8720] CANCEL_SET_BUY,mMQlpMeOfD,SLC 
[8721] SET_BUY_AMOUNT,R4lbhHC1hS,UED,294.43 
[8722] QUOTE,LHA4yFlv3r,QTG 
[8723] ADD,mZFoN64osd,71919.11 
[8724] SET_BUY_TRIGGER,R4lbhHC1hS,JLX,185.75 
[8725] CANCEL_SET_SELL,pTZZjie7eX,LED 
[8726] CANCEL_SELL,Z14JubX5Uv 
[8727] SELL,izXvHOmJ6Y,XTF,153.37 
[8728] SET_BUY_AMOUNT,pz8HIUVPXH,RYI,16.67 
[8729] CANCEL_BUY,h0Ib8LzTs9 
[8730] ADD,QPKBykFnxr,58008.85 
[8731] SELL,whcYxtH67L,RPN,558.75 
[8732] QUOTE,R4lbhHC1hS,JNP 
[8733] BUY,r9sY6ykQwB,TWQ,422.41 
[8734] QUOTE,qoExOgAPyd,IKA 
[8735] SET_BUY_TRIGGER,YET2WF8iGL,JBQ,86.98 
[8736] DISPLAY_SUMMARY,PDwyOp2gzv 
