[1] ADD,umhaEY4lil,91628.00 
[9121] CANCEL_BUY,kul4JJSoHc 
[9122] COMMIT_SELL,jzi5Fg2GGS 
[9123] QUOTE,LwNQpkd8mr,XAG 
[9124] SELL,kul4JJSoHc,OWG,648.27 
[9125] QUOTE,LwNQpkd8mr,MPD 
[9126] QUOTE,LwNQpkd8mr,RGP 
[9127] SET_SELL_TRIGGER,sYJRWa0Mih,GTQ,39.06 
[9128] SET_SELL_AMOUNT,sYJRWa0Mih,JZV,309.76 
[9129] COMMIT_SELL,jzi5Fg2GGS 
[9130] BUY,LwNQpkd8mr,QLE,655.61 
[9131] SET_BUY_TRIGGER,CqOb5G0hB4,UTF,25.53 
[9132] SET_SELL_TRIGGER,sYJRWa0Mih,JZV,107.61 
[9133] SET_SELL_TRIGGER,sYJRWa0Mih,JHH,18.17 
[9134] DISPLAY_SUMMARY,BqhMWgFe1n 
[9135] COMMIT_SELL,kul4JJSoHc 
[9136] CANCEL_SET_BUY,xFrzsBbeiS,BKM 
[9137] SELL,w69hSQMdyy,RGP,613.79 
[9138] COMMIT_SELL,CqOb5G0hB4 
[9139] CANCEL_SET_SELL,ojovZ9YLZM,GJT 
[9140] ADD,ojovZ9YLZM,102163.44 
[9141] SET_SELL_TRIGGER,CqOb5G0hB4,JGF,84.22 
[9142] BUY,ojovZ9YLZM,IHA,282.76 
[9143] CANCEL_SET_BUY,xFrzsBbeiS,FCT 
[9144] CANCEL_SET_SELL,jzi5Fg2GGS,AME 
[9145] SET_SELL_TRIGGER,LwNQpkd8mr,JHH,40.01 
[9146] COMMIT_SELL,w69hSQMdyy 
[9147] DISPLAY_SUMMARY,CqOb5G0hB4 
[9148] DISPLAY_SUMMARY,xFrzsBbeiS 
[9149] ADD,BqhMWgFe1n,49707.68 
[9150] SELL,LwNQpkd8mr,QLE,149.02 
[9151] SET_SELL_AMOUNT,xFrzsBbeiS,AUJ,19.55 
[9152] CANCEL_SET_BUY,ojovZ9YLZM,MPD 
[9153] BUY,jzi5Fg2GGS,JEM,685.90 
[9154] CANCEL_SELL,jzi5Fg2GGS 
[9155] ADD,CqOb5G0hB4,76855.32 
[9156] SELL,kul4JJSoHc,MPD,144.30 
[9157] DISPLAY_SUMMARY,jzi5Fg2GGS 
[9158] SELL,CqOb5G0hB4,GJT,58.86 
[9159] SELL,ojovZ9YLZM,JIS,737.30 
[9160] ADD,sYJRWa0Mih,75867.62 
[9161] COMMIT_SELL,umhaEY4lil 
[9162] CANCEL_SET_SELL,ojovZ9YLZM,JEM 
[9163] CANCEL_SET_SELL,kul4JJSoHc,XRS 
[9164] SET_SELL_TRIGGER,LwNQpkd8mr,AUJ,58.52 
[9165] CANCEL_BUY,CqOb5G0hB4 
[9166] QUOTE,kul4JJSoHc,BUK 
[9167] QUOTE,umhaEY4lil,OWG 
[9168] DISPLAY_SUMMARY,LwNQpkd8mr 
[9169] SET_BUY_AMOUNT,ojovZ9YLZM,THF,267.47 
[9170] DISPLAY_SUMMARY,CqOb5G0hB4 
[9171] BUY,sYJRWa0Mih,GTQ,36.04 
[9172] BUY,jzi5Fg2GGS,MAO,197.20 
[9173] BUY,BqhMWgFe1n,CAK,168.34 
[9174] BUY,w69hSQMdyy,NZO,12.99 
[9175] SELL,BqhMWgFe1n,AME,476.26 
[9176] CANCEL_SELL,jzi5Fg2GGS 
[9177] COMMIT_SELL,BqhMWgFe1n 
[9178] DISPLAY_SUMMARY,LwNQpkd8mr 
[9179] COMMIT_SELL,BqhMWgFe1n 
[9180] COMMIT_BUY,sYJRWa0Mih 
[9181] BUY,kul4JJSoHc,AUJ,255.24 
[9182] CANCEL_SELL,jzi5Fg2GGS 
[9183] COMMIT_BUY,kul4JJSoHc 
[9184] CANCEL_SET_BUY,sYJRWa0Mih,GJT 
[9185] CANCEL_SET_SELL,jzi5Fg2GGS,JZV 
[9186] CANCEL_SELL,jzi5Fg2GGS 
[9187] SET_SELL_TRIGGER,xFrzsBbeiS,AUJ,3.61 
[9188] BUY,LwNQpkd8mr,HWU,595.65 
[9189] SELL,LwNQpkd8mr,VZP,198.30 
[9190] QUOTE,CqOb5G0hB4,XZF 
[9191] ADD,w69hSQMdyy,101095.20 
[9192] SET_SELL_AMOUNT,jzi5Fg2GGS,JZV,642.61 
[9193] BUY,sYJRWa0Mih,QLE,152.97 
[9194] ADD,kul4JJSoHc,65150.22 
[9195] DISPLAY_SUMMARY,CqOb5G0hB4 
[9196] CANCEL_BUY,BqhMWgFe1n 
[9197] SET_SELL_AMOUNT,kul4JJSoHc,GAM,475.82 
[9198] CANCEL_BUY,CqOb5G0hB4 
[9199] COMMIT_SELL,LwNQpkd8mr 
[9200] QUOTE,CqOb5G0hB4,ACY 
[9201] BUY,kul4JJSoHc,IHA,205.65 
[9202] SET_SELL_AMOUNT,xFrzsBbeiS,GAM,548.29 
[9203] ADD,umhaEY4lil,92021.99 
[9204] COMMIT_BUY,kul4JJSoHc 
[9205] SELL,LwNQpkd8mr,MGF,79.57 
[9206] SET_SELL_AMOUNT,BqhMWgFe1n,YGD,613.29 
[9207] CANCEL_SET_SELL,xFrzsBbeiS,GAM 
[9208] COMMIT_BUY,CqOb5G0hB4 
[9209] ADD,CqOb5G0hB4,62464.02 
[9210] BUY,umhaEY4lil,VZP,620.11 
[9211] CANCEL_BUY,LwNQpkd8mr 
[9212] BUY,LwNQpkd8mr,JZV,402.86 
[9213] BUY,CqOb5G0hB4,BUK,430.96 
[9214] SET_SELL_TRIGGER,jzi5Fg2GGS,JZV,30.37 
[9215] COMMIT_BUY,LwNQpkd8mr 
[9216] DISPLAY_SUMMARY,sYJRWa0Mih 
[9217] COMMIT_SELL,kul4JJSoHc 
[9218] CANCEL_SET_SELL,sYJRWa0Mih,GJT 
[9219] SET_SELL_TRIGGER,BqhMWgFe1n,YGD,322.87 
[9220] DISPLAY_SUMMARY,ojovZ9YLZM 
[9221] COMMIT_SELL,ojovZ9YLZM 
[9222] ADD,ojovZ9YLZM,73143.90 
[9223] ADD,BqhMWgFe1n,81322.00 
[9224] BUY,LwNQpkd8mr,JIS,438.48 
[9225] QUOTE,kul4JJSoHc,HLU 
[9226] ADD,jzi5Fg2GGS,55777.16 
[9227] CANCEL_SET_SELL,ojovZ9YLZM,FCT 
[9228] QUOTE,BqhMWgFe1n,CAK 
[9229] BUY,kul4JJSoHc,YGD,472.58 
[9230] BUY,BqhMWgFe1n,NZO,277.32 
[9231] BUY,jzi5Fg2GGS,AME,551.87 
[9232] COMMIT_SELL,ojovZ9YLZM 
[9233] CANCEL_BUY,sYJRWa0Mih 
[9234] CANCEL_SET_BUY,xFrzsBbeiS,JZV 
[9235] QUOTE,umhaEY4lil,HLU 
[9236] CANCEL_BUY,xFrzsBbeiS 
[9237] COMMIT_BUY,LwNQpkd8mr 
[9238] QUOTE,sYJRWa0Mih,MPD 
[9239] DISPLAY_SUMMARY,kul4JJSoHc 
[9240] COMMIT_SELL,kul4JJSoHc 
[9241] CANCEL_SELL,w69hSQMdyy 
[9242] CANCEL_BUY,jzi5Fg2GGS 
[9243] CANCEL_SET_SELL,LwNQpkd8mr,GPV 
[9244] SET_BUY_TRIGGER,w69hSQMdyy,JZV,110.60 
[9245] BUY,sYJRWa0Mih,JEM,489.15 
[9246] ADD,jzi5Fg2GGS,79197.35 
[9247] QUOTE,ojovZ9YLZM,JHH 
[9248] COMMIT_BUY,BqhMWgFe1n 
[9249] BUY,ojovZ9YLZM,CAK,688.44 
[9250] COMMIT_BUY,sYJRWa0Mih 
[9251] SET_SELL_TRIGGER,ojovZ9YLZM,MAO,69.13 
[9252] SELL,w69hSQMdyy,VZP,457.93 
[9253] COMMIT_BUY,CqOb5G0hB4 
[9254] BUY,umhaEY4lil,CAK,701.57 
[9255] BUY,CqOb5G0hB4,MAO,734.85 
[9256] ADD,sYJRWa0Mih,96407.54 
[9257] DISPLAY_SUMMARY,ojovZ9YLZM 
[9258] ADD,ojovZ9YLZM,71331.43 
[9259] QUOTE,LwNQpkd8mr,HLU 
[9260] SELL,kul4JJSoHc,EZK,179.71 
[9261] BUY,ojovZ9YLZM,VZP,436.56 
[9262] CANCEL_SET_BUY,ojovZ9YLZM,GAM 
[9263] QUOTE,jzi5Fg2GGS,AME 
[9264] COMMIT_SELL,LwNQpkd8mr 
[9265] CANCEL_SET_SELL,ojovZ9YLZM,GAM 
[9266] COMMIT_SELL,w69hSQMdyy 
[9267] CANCEL_SET_SELL,LwNQpkd8mr,MGF 
[9268] SET_BUY_TRIGGER,LwNQpkd8mr,VNG,52.36 
[9269] CANCEL_SELL,ojovZ9YLZM 
[9270] COMMIT_BUY,umhaEY4lil 
[9271] COMMIT_SELL,kul4JJSoHc 
[9272] CANCEL_BUY,w69hSQMdyy 
[9273] SET_SELL_TRIGGER,umhaEY4lil,CMO,76.63 
[9274] BUY,sYJRWa0Mih,BUK,349.19 
[9275] CANCEL_SELL,ojovZ9YLZM 
[9276] COMMIT_BUY,sYJRWa0Mih 
[9277] SET_BUY_TRIGGER,jzi5Fg2GGS,ZQG,66.91 
[9278] COMMIT_SELL,ojovZ9YLZM 
[9279] DISPLAY_SUMMARY,kul4JJSoHc 
[9280] CANCEL_SET_SELL,BqhMWgFe1n,ACY 
[9281] CANCEL_SET_SELL,BqhMWgFe1n,AME 
[9282] BUY,jzi5Fg2GGS,FPH,277.78 
[9283] QUOTE,umhaEY4lil,BUK 
[9284] CANCEL_SELL,CqOb5G0hB4 
[9285] ADD,xFrzsBbeiS,108933.54 
[9286] COMMIT_BUY,w69hSQMdyy 
[9287] BUY,CqOb5G0hB4,ZQG,255.11 
[9288] SET_BUY_AMOUNT,umhaEY4lil,QLE,452.18 
[9289] SET_BUY_AMOUNT,ojovZ9YLZM,VNG,660.06 
[9290] BUY,xFrzsBbeiS,PXL,318.67 
[9291] SELL,LwNQpkd8mr,PXL,639.69 
[9292] CANCEL_SET_BUY,ojovZ9YLZM,GTQ 
[9293] SELL,umhaEY4lil,UJD,714.49 
[9294] CANCEL_SELL,w69hSQMdyy 
[9295] COMMIT_SELL,umhaEY4lil 
[9296] COMMIT_BUY,CqOb5G0hB4 
[9297] BUY,w69hSQMdyy,JIK,148.27 
[9298] DISPLAY_SUMMARY,CqOb5G0hB4 
[9299] DISPLAY_SUMMARY,ojovZ9YLZM 
[9300] CANCEL_SET_BUY,CqOb5G0hB4,JEM 
[9301] CANCEL_SET_SELL,sYJRWa0Mih,NZO 
[9302] ADD,sYJRWa0Mih,59867.95 
[9303] BUY,BqhMWgFe1n,JGF,632.51 
[9304] COMMIT_BUY,BqhMWgFe1n 
[9305] ADD,BqhMWgFe1n,111802.06 
[9306] ADD,umhaEY4lil,69747.60 
[9307] SET_BUY_TRIGGER,BqhMWgFe1n,AME,77.87 
[9308] BUY,ojovZ9YLZM,BUK,213.51 
[9309] COMMIT_BUY,jzi5Fg2GGS 
[9310] CANCEL_SET_BUY,xFrzsBbeiS,FPH 
[9311] SELL,BqhMWgFe1n,GTQ,403.15 
[9312] COMMIT_SELL,LwNQpkd8mr 
[9313] COMMIT_BUY,ojovZ9YLZM 
[9314] SELL,jzi5Fg2GGS,JHH,416.63 
[9315] BUY,sYJRWa0Mih,NZO,439.59 
[9316] QUOTE,umhaEY4lil,IHA 
[9317] COMMIT_BUY,ojovZ9YLZM 
[9318] COMMIT_SELL,xFrzsBbeiS 
[9319] SET_SELL_TRIGGER,kul4JJSoHc,GAM,137.58 
[9320] COMMIT_BUY,sYJRWa0Mih 
[9321] SET_BUY_TRIGGER,CqOb5G0hB4,JGF,92.10 
[9322] COMMIT_SELL,kul4JJSoHc 
[9323] SET_BUY_AMOUNT,xFrzsBbeiS,GAM,199.47 
[9324] SET_SELL_TRIGGER,ojovZ9YLZM,HLU,130.19 
[9325] QUOTE,umhaEY4lil,OOP 
[9326] SET_SELL_AMOUNT,ojovZ9YLZM,JZV,129.16 
[9327] BUY,sYJRWa0Mih,FCT,716.58 
[9328] SET_SELL_TRIGGER,ojovZ9YLZM,JZV,63.23 
[9329] CANCEL_SELL,ojovZ9YLZM 
[9330] SET_SELL_TRIGGER,LwNQpkd8mr,QDS,19.17 
[9331] SET_BUY_TRIGGER,xFrzsBbeiS,XZF,122.83 
[9332] COMMIT_SELL,jzi5Fg2GGS 
[9333] COMMIT_SELL,BqhMWgFe1n 
[9334] COMMIT_SELL,xFrzsBbeiS 
[9335] BUY,jzi5Fg2GGS,JEM,152.61 
[9336] COMMIT_BUY,umhaEY4lil 
[9337] CANCEL_SELL,ojovZ9YLZM 
[9338] CANCEL_SET_SELL,ojovZ9YLZM,XRS 
[9339] CANCEL_SELL,BqhMWgFe1n 
[9340] CANCEL_BUY,xFrzsBbeiS 
[9341] SET_SELL_TRIGGER,w69hSQMdyy,ACY,171.89 
[9342] SET_SELL_AMOUNT,sYJRWa0Mih,THF,512.27 
[9343] SELL,xFrzsBbeiS,MGF,729.78 
[9344] SET_BUY_TRIGGER,umhaEY4lil,HWU,351.88 
[9345] SELL,BqhMWgFe1n,QLE,647.42 
[9346] CANCEL_SELL,w69hSQMdyy 
[9347] COMMIT_SELL,BqhMWgFe1n 
[9348] CANCEL_BUY,CqOb5G0hB4 
[9349] CANCEL_SET_BUY,BqhMWgFe1n,GAM 
[9350] SET_BUY_AMOUNT,kul4JJSoHc,MAO,455.52 
[9351] QUOTE,umhaEY4lil,EWK 
[9352] COMMIT_SELL,xFrzsBbeiS 
[9353] QUOTE,xFrzsBbeiS,CMO 
[9354] SET_BUY_TRIGGER,BqhMWgFe1n,HLU,108.56 
[9355] ADD,CqOb5G0hB4,74074.76 
[9356] CANCEL_SET_SELL,ojovZ9YLZM,HWU 
[9357] DISPLAY_SUMMARY,CqOb5G0hB4 
[9358] SET_BUY_TRIGGER,kul4JJSoHc,NZO,219.55 
[9359] SET_SELL_TRIGGER,sYJRWa0Mih,THF,419.30 
[9360] SET_SELL_TRIGGER,jzi5Fg2GGS,FCT,105.68 
[9361] CANCEL_SELL,umhaEY4lil 
[9362] ADD,sYJRWa0Mih,56288.47 
[9363] BUY,BqhMWgFe1n,WPJ,162.51 
[9364] BUY,CqOb5G0hB4,NZO,681.24 
[9365] COMMIT_SELL,BqhMWgFe1n 
[9366] CANCEL_SET_BUY,CqOb5G0hB4,RGP 
[9367] CANCEL_SELL,ojovZ9YLZM 
[9368] ADD,LwNQpkd8mr,40729.44 
[9369] COMMIT_BUY,xFrzsBbeiS 
[9370] COMMIT_SELL,xFrzsBbeiS 
[9371] QUOTE,sYJRWa0Mih,JZV 
[9372] CANCEL_BUY,w69hSQMdyy 
[9373] BUY,LwNQpkd8mr,UJD,234.62 
[9374] COMMIT_BUY,CqOb5G0hB4 
[9375] SELL,kul4JJSoHc,YGD,554.21 
[9376] BUY,xFrzsBbeiS,OWG,571.04 
[9377] CANCEL_BUY,xFrzsBbeiS 
[9378] SELL,sYJRWa0Mih,OOP,482.87 
[9379] BUY,umhaEY4lil,JEM,361.19 
[9380] CANCEL_SELL,kul4JJSoHc 
[9381] SET_SELL_AMOUNT,w69hSQMdyy,GTQ,472.50 
[9382] SET_SELL_TRIGGER,w69hSQMdyy,GTQ,110.01 
[9383] SET_BUY_AMOUNT,LwNQpkd8mr,JEM,537.52 
[9384] DISPLAY_SUMMARY,sYJRWa0Mih 
[9385] CANCEL_SELL,CqOb5G0hB4 
[9386] CANCEL_BUY,umhaEY4lil 
[9387] DISPLAY_SUMMARY,ojovZ9YLZM 
[9388] CANCEL_SELL,xFrzsBbeiS 
[9389] CANCEL_BUY,xFrzsBbeiS 
[9390] COMMIT_SELL,kul4JJSoHc 
[9391] SET_BUY_TRIGGER,LwNQpkd8mr,HLU,139.00 
[9392] BUY,LwNQpkd8mr,JIK,67.77 
[9393] SET_BUY_TRIGGER,jzi5Fg2GGS,XRS,108.80 
[9394] CANCEL_SET_SELL,umhaEY4lil,WPJ 
[9395] CANCEL_SELL,sYJRWa0Mih 
[9396] COMMIT_SELL,xFrzsBbeiS 
[9397] SET_SELL_AMOUNT,umhaEY4lil,MGF,369.83 
[9398] BUY,jzi5Fg2GGS,ACY,347.13 
[9399] BUY,kul4JJSoHc,PXL,667.37 
[9400] COMMIT_SELL,w69hSQMdyy 
[9401] CANCEL_SET_BUY,CqOb5G0hB4,JZV 
[9402] COMMIT_BUY,ojovZ9YLZM 
[9403] COMMIT_BUY,kul4JJSoHc 
[9404] DISPLAY_SUMMARY,BqhMWgFe1n 
[9405] CANCEL_SET_SELL,jzi5Fg2GGS,MAO 
[9406] BUY,xFrzsBbeiS,FPH,488.99 
[9407] SET_SELL_TRIGGER,umhaEY4lil,MGF,256.73 
[9408] CANCEL_SET_SELL,ojovZ9YLZM,ZQG 
[9409] QUOTE,umhaEY4lil,AME 
[9410] SET_BUY_TRIGGER,BqhMWgFe1n,JIS,38.01 
[9411] CANCEL_BUY,w69hSQMdyy 
[9412] CANCEL_SET_BUY,BqhMWgFe1n,GJT 
[9413] BUY,jzi5Fg2GGS,CDQ,102.36 
[9414] COMMIT_BUY,CqOb5G0hB4 
[9415] QUOTE,umhaEY4lil,JGF 
[9416] DISPLAY_SUMMARY,BqhMWgFe1n 
[9417] DISPLAY_SUMMARY,ojovZ9YLZM 
[9418] CANCEL_SET_BUY,ojovZ9YLZM,MGF 
[9419] CANCEL_SELL,CqOb5G0hB4 
[9420] COMMIT_BUY,CqOb5G0hB4 
[9421] COMMIT_SELL,xFrzsBbeiS 
[9422] BUY,umhaEY4lil,IHA,180.98 
[9423] QUOTE,CqOb5G0hB4,UTF 
[9424] CANCEL_SET_BUY,umhaEY4lil,XAG 
[9425] CANCEL_BUY,umhaEY4lil 
[9426] CANCEL_SET_SELL,w69hSQMdyy,JHH 
[9427] CANCEL_SELL,xFrzsBbeiS 
[9428] CANCEL_SET_SELL,umhaEY4lil,RGP 
[9429] ADD,xFrzsBbeiS,65238.73 
[9430] SET_SELL_AMOUNT,kul4JJSoHc,QDS,745.29 
[9431] CANCEL_SELL,w69hSQMdyy 
[9432] COMMIT_SELL,w69hSQMdyy 
[9433] BUY,jzi5Fg2GGS,QDS,200.35 
[9434] QUOTE,CqOb5G0hB4,MPD 
[9435] BUY,umhaEY4lil,XRS,464.54 
[9436] COMMIT_BUY,ojovZ9YLZM 
[9437] ADD,w69hSQMdyy,78825.00 
[9438] CANCEL_SET_BUY,LwNQpkd8mr,RGP 
[9439] ADD,ojovZ9YLZM,82434.95 
[9440] QUOTE,w69hSQMdyy,EWK 
[9441] SET_BUY_TRIGGER,jzi5Fg2GGS,YGD,32.65 
[9442] SELL,umhaEY4lil,MAO,720.49 
[9443] BUY,CqOb5G0hB4,CDQ,640.18 
[9444] BUY,ojovZ9YLZM,QDS,335.95 
[9445] QUOTE,w69hSQMdyy,CAK 
[9446] SET_BUY_TRIGGER,w69hSQMdyy,XAG,16.88 
[9447] BUY,sYJRWa0Mih,VNG,686.97 
[9448] BUY,xFrzsBbeiS,IHA,29.48 
[9449] SELL,jzi5Fg2GGS,XRS,120.38 
[9450] COMMIT_BUY,CqOb5G0hB4 
[9451] CANCEL_SELL,BqhMWgFe1n 
[9452] SET_SELL_TRIGGER,kul4JJSoHc,QDS,693.42 
[9453] DISPLAY_SUMMARY,w69hSQMdyy 
[9454] QUOTE,kul4JJSoHc,QLE 
[9455] BUY,CqOb5G0hB4,WKQ,469.75 
[9456] COMMIT_BUY,CqOb5G0hB4 
[9457] COMMIT_SELL,jzi5Fg2GGS 
[9458] COMMIT_SELL,jzi5Fg2GGS 
[9459] SET_SELL_TRIGGER,kul4JJSoHc,JEM,57.15 
[9460] DISPLAY_SUMMARY,LwNQpkd8mr 
[9461] DISPLAY_SUMMARY,CqOb5G0hB4 
[9462] QUOTE,CqOb5G0hB4,QRQ 
[9463] CANCEL_SET_BUY,w69hSQMdyy,HBB 
[9464] CANCEL_BUY,BqhMWgFe1n 
[9465] SET_SELL_AMOUNT,xFrzsBbeiS,JHH,683.93 
[9466] SET_SELL_TRIGGER,xFrzsBbeiS,JHH,196.55 
[9467] QUOTE,kul4JJSoHc,WPJ 
[9468] CANCEL_SELL,umhaEY4lil 
[9469] BUY,jzi5Fg2GGS,GJT,189.01 
[9470] COMMIT_SELL,jzi5Fg2GGS 
[9471] CANCEL_SELL,umhaEY4lil 
[9472] SELL,BqhMWgFe1n,JHH,425.53 
[9473] SELL,umhaEY4lil,MAO,139.34 
[9474] CANCEL_SET_SELL,sYJRWa0Mih,VNG 
[9475] CANCEL_BUY,kul4JJSoHc 
[9476] ADD,xFrzsBbeiS,44877.24 
[9477] COMMIT_BUY,ojovZ9YLZM 
[9478] CANCEL_SELL,LwNQpkd8mr 
[9479] CANCEL_SET_SELL,BqhMWgFe1n,CMO 
[9480] DISPLAY_SUMMARY,CqOb5G0hB4 
[9481] CANCEL_SET_SELL,CqOb5G0hB4,JIS 
[9482] CANCEL_BUY,LwNQpkd8mr 
[9483] QUOTE,xFrzsBbeiS,WMG 
[9484] SELL,ojovZ9YLZM,OWG,700.52 
[9485] CANCEL_SELL,LwNQpkd8mr 
[9486] CANCEL_SELL,LwNQpkd8mr 
[9487] COMMIT_SELL,umhaEY4lil 
[9488] SET_SELL_TRIGGER,LwNQpkd8mr,ZQG,114.99 
[9489] SELL,umhaEY4lil,MGF,654.10 
[9490] COMMIT_SELL,umhaEY4lil 
[9491] SET_BUY_TRIGGER,w69hSQMdyy,GAM,109.43 
[9492] QUOTE,kul4JJSoHc,XZF 
[9493] COMMIT_SELL,ojovZ9YLZM 
[9494] ADD,jzi5Fg2GGS,41165.60 
[9495] COMMIT_BUY,CqOb5G0hB4 
[9496] QUOTE,jzi5Fg2GGS,FCT 
[9497] SET_BUY_TRIGGER,ojovZ9YLZM,ACY,113.58 
[9498] CANCEL_SET_BUY,umhaEY4lil,OWG 
[9499] BUY,xFrzsBbeiS,MGF,552.49 
[9500] SELL,umhaEY4lil,MGF,18.85 
[9501] QUOTE,sYJRWa0Mih,CAK 
[9502] COMMIT_BUY,umhaEY4lil 
[9503] CANCEL_SELL,BqhMWgFe1n 
[9504] COMMIT_BUY,xFrzsBbeiS 
[9505] CANCEL_SET_SELL,w69hSQMdyy,MAO 
[9506] ADD,LwNQpkd8mr,63450.07 
[9507] ADD,w69hSQMdyy,70674.61 
[9508] COMMIT_SELL,umhaEY4lil 
[9509] BUY,w69hSQMdyy,UJD,692.93 
[9510] SELL,ojovZ9YLZM,ZQG,679.84 
[9511] CANCEL_SET_BUY,CqOb5G0hB4,RGP 
[9512] SET_BUY_TRIGGER,kul4JJSoHc,MAO,55.01 
[9513] QUOTE,sYJRWa0Mih,MPD 
[9514] CANCEL_SELL,CqOb5G0hB4 
[9515] QUOTE,LwNQpkd8mr,HWU 
[9516] CANCEL_SET_BUY,ojovZ9YLZM,QLE 
[9517] ADD,xFrzsBbeiS,106249.14 
[9518] SELL,kul4JJSoHc,ZQG,534.80 
[9519] QUOTE,xFrzsBbeiS,GAM 
[9520] QUOTE,LwNQpkd8mr,VZP 
[9521] SET_BUY_TRIGGER,umhaEY4lil,HBB,186.37 
[9522] SET_SELL_AMOUNT,sYJRWa0Mih,GAM,151.73 
[9523] ADD,BqhMWgFe1n,65351.62 
[9524] CANCEL_SET_SELL,umhaEY4lil,JIK 
[9525] COMMIT_BUY,CqOb5G0hB4 
[9526] SET_SELL_TRIGGER,sYJRWa0Mih,GAM,133.00 
[9527] CANCEL_SET_SELL,xFrzsBbeiS,JHH 
[9528] CANCEL_SELL,umhaEY4lil 
[9529] DISPLAY_SUMMARY,w69hSQMdyy 
[9530] QUOTE,BqhMWgFe1n,MAO 
[9531] CANCEL_SELL,ojovZ9YLZM 
[9532] SET_SELL_AMOUNT,kul4JJSoHc,JGF,80.47 
[9533] BUY,BqhMWgFe1n,EWK,482.94 
[9534] SET_BUY_TRIGGER,LwNQpkd8mr,JGF,138.23 
[9535] SET_BUY_AMOUNT,umhaEY4lil,NZO,21.87 
[9536] CANCEL_SET_SELL,kul4JJSoHc,JGF 
[9537] ADD,sYJRWa0Mih,72813.75 
[9538] BUY,sYJRWa0Mih,XAG,251.32 
[9539] CANCEL_BUY,kul4JJSoHc 
[9540] CANCEL_SET_BUY,xFrzsBbeiS,HWU 
[9541] SET_BUY_AMOUNT,sYJRWa0Mih,GJT,515.53 
[9542] COMMIT_SELL,CqOb5G0hB4 
[9543] SELL,ojovZ9YLZM,JIK,730.58 
[9544] QUOTE,CqOb5G0hB4,HWU 
[9545] COMMIT_BUY,xFrzsBbeiS 
[9546] CANCEL_SET_BUY,xFrzsBbeiS,AUJ 
[9547] CANCEL_BUY,w69hSQMdyy 
[9548] ADD,LwNQpkd8mr,84215.48 
[9549] CANCEL_BUY,w69hSQMdyy 
[9550] DISPLAY_SUMMARY,kul4JJSoHc 
[9551] COMMIT_SELL,w69hSQMdyy 
[9552] BUY,LwNQpkd8mr,RGP,532.98 
[9553] SET_SELL_TRIGGER,CqOb5G0hB4,ZQG,72.70 
[9554] SET_BUY_TRIGGER,sYJRWa0Mih,XZF,463.80 
[9555] DISPLAY_SUMMARY,w69hSQMdyy 
[9556] SET_BUY_TRIGGER,umhaEY4lil,JZV,13.14 
[9557] COMMIT_BUY,CqOb5G0hB4 
[9558] COMMIT_BUY,LwNQpkd8mr 
[9559] QUOTE,xFrzsBbeiS,CDQ 
[9560] CANCEL_BUY,w69hSQMdyy 
[9561] CANCEL_SET_SELL,umhaEY4lil,OWG 
[9562] COMMIT_SELL,CqOb5G0hB4 
[9563] SET_BUY_AMOUNT,sYJRWa0Mih,YGD,331.39 
[9564] SET_BUY_AMOUNT,w69hSQMdyy,RGP,423.26 
[9565] CANCEL_SELL,ojovZ9YLZM 
[9566] SET_BUY_TRIGGER,w69hSQMdyy,WMG,8.51 
[9567] QUOTE,ojovZ9YLZM,OWG 
[9568] COMMIT_BUY,BqhMWgFe1n 
[9569] SET_SELL_TRIGGER,w69hSQMdyy,FPH,71.41 
[9570] SET_BUY_TRIGGER,jzi5Fg2GGS,CAK,154.93 
[9571] SET_BUY_TRIGGER,xFrzsBbeiS,UTF,18.88 
[9572] CANCEL_BUY,umhaEY4lil 
[9573] SET_BUY_AMOUNT,xFrzsBbeiS,NZO,603.76 
[9574] ADD,kul4JJSoHc,62114.46 
[9575] SET_BUY_TRIGGER,sYJRWa0Mih,PXL,108.86 
[9576] COMMIT_SELL,ojovZ9YLZM 
[9577] SELL,LwNQpkd8mr,AME,611.98 
[9578] DISPLAY_SUMMARY,ojovZ9YLZM 
[9579] ADD,CqOb5G0hB4,53265.92 
[9580] CANCEL_BUY,ojovZ9YLZM 
[9581] COMMIT_BUY,umhaEY4lil 
[9582] QUOTE,CqOb5G0hB4,FCT 
[9583] COMMIT_SELL,LwNQpkd8mr 
[9584] SET_BUY_AMOUNT,kul4JJSoHc,GAM,185.39 
[9585] SELL,sYJRWa0Mih,OOP,1.72 
[9586] SET_BUY_TRIGGER,xFrzsBbeiS,JIK,151.28 
[9587] CANCEL_SET_BUY,BqhMWgFe1n,WPJ 
[9588] SET_BUY_TRIGGER,kul4JJSoHc,AUJ,8.22 
[9589] ADD,w69hSQMdyy,46115.20 
[9590] ADD,jzi5Fg2GGS,87622.66 
[9591] CANCEL_SELL,sYJRWa0Mih 
[9592] CANCEL_SET_SELL,umhaEY4lil,HBB 
[9593] CANCEL_SET_SELL,ojovZ9YLZM,WMG 
[9594] BUY,LwNQpkd8mr,XRS,627.31 
[9595] ADD,sYJRWa0Mih,77277.16 
[9596] CANCEL_SET_SELL,ojovZ9YLZM,CAK 
[9597] BUY,sYJRWa0Mih,CAK,97.44 
[9598] COMMIT_BUY,sYJRWa0Mih 
[9599] ADD,ojovZ9YLZM,94682.21 
[9600] ADD,umhaEY4lil,63186.50 
