[1] ADD,lLn3fa1FIk,75576.00 
[82136] SELL,OO6PWyjuYk,SSF,573.45 
[82137] ADD,wYQUhjq8PE,63001.22 
[82138] SET_SELL_TRIGGER,vmBnGlfW5S,RUN,214.56 
[82139] QUOTE,mR1GL8In4q,STO 
[82140] DISPLAY_SUMMARY,FLeNlw500v 
[82141] COMMIT_BUY,n9qniWnHrs 
[82142] QUOTE,69DAEr1YIe,KHY 
[82143] CANCEL_SET_SELL,TRCadzjH8F,KBN 
[82144] CANCEL_SELL,28VL4WCD6l 
[82145] COMMIT_BUY,HBb0dWvkmH 
[82146] SELL,7Jo2brvLiF,KYX,505.34 
[82147] SELL,k5RWRveCOY,VTY,220.67 
[82148] BUY,nV1jqGc3b6,CMA,205.17 
[82149] SELL,LtO7mQU2OX,EBS,215.26 
[82150] DISPLAY_SUMMARY,t56BLlGu3K 
[82151] BUY,REUXfFUthD,YUL,635.83 
[82152] ADD,2GizxWZj6J,88460.39 
[82153] COMMIT_BUY,HGsodwsfKO 
[82154] COMMIT_BUY,uzApK6tlMI 
[82155] SET_BUY_TRIGGER,28VL4WCD6l,VNN,141.85 
[82156] SET_BUY_AMOUNT,FjKEXA3hdZ,BCQ,230.84 
[82157] QUOTE,4vBuSX8YYJ,YNY 
[82158] SET_BUY_AMOUNT,7UUhSRHInh,BYA,350.03 
[82159] BUY,3mEsf51UBo,SJG,16.38 
[82160] QUOTE,aMMzTGXVGg,OEY 
[82161] COMMIT_SELL,n4E566ZogW 
[82162] COMMIT_BUY,JZJCffUI5S 
[82163] COMMIT_SELL,7Jo2brvLiF 
[82164] BUY,KnTBc3qwcr,YPL,358.44 
[82165] DISPLAY_SUMMARY,LX1FeVjg6k 
[82166] SET_BUY_AMOUNT,uWX4TGhR6O,VTY,312.41 
[82167] QUOTE,HBbyhPrKJi,XAB 
[82168] ADD,JZJCffUI5S,61109.37 
[82169] CANCEL_SET_BUY,k5RWRveCOY,RGH 
[82170] DISPLAY_SUMMARY,km22Ao7dfo 
[82171] QUOTE,etWfSg2zBt,UDM 
[82172] CANCEL_BUY,4vBuSX8YYJ 
[82173] SET_BUY_AMOUNT,cehNQrvm7R,AVX,738.61 
[82174] SET_BUY_TRIGGER,hrINHOrbWw,ZQW,58.39 
[82175] COMMIT_SELL,UuEeoiTzyl 
[82176] COMMIT_SELL,x8GMbOCXJX 
[82177] QUOTE,2GizxWZj6J,NJT 
[82178] DISPLAY_SUMMARY,vmBnGlfW5S 
[82179] COMMIT_SELL,kcrL7pVjFP 
[82180] QUOTE,aMMzTGXVGg,RKY 
[82181] DISPLAY_SUMMARY,Rq5xFLYt6l 
[82182] COMMIT_BUY,p876fU7BEx 
[82183] DISPLAY_SUMMARY,2xvOQRaMMK 
[82184] ADD,VEusTtq5S7,66546.94 
[82185] COMMIT_BUY,3mEsf51UBo 
[82186] SELL,uzApK6tlMI,XXQ,93.25 
[82187] BUY,xETyPXWhj9,WNX,124.72 
[82188] SET_SELL_TRIGGER,FLeNlw500v,GPL,170.58 
[82189] SELL,Rq5xFLYt6l,QVK,204.46 
[82190] QUOTE,HGsodwsfKO,QXE 
[82191] CANCEL_SET_SELL,wYQUhjq8PE,APU 
[82192] SET_BUY_AMOUNT,2GizxWZj6J,TKM,403.33 
[82193] SET_SELL_AMOUNT,REUXfFUthD,JZJ,182.65 
[82194] BUY,HGsodwsfKO,XRK,406.15 
[82195] SET_BUY_AMOUNT,9Z89FNPK7B,XXQ,571.51 
[82196] SELL,WUsol6wtDm,CBO,545.86 
[82197] QUOTE,HBbyhPrKJi,ZWC 
[82198] QUOTE,1uGQw5a691,MZT 
[82199] BUY,vRUafgIjuV,LSW,534.11 
[82200] BUY,mR1GL8In4q,KAO,314.80 
[82201] COMMIT_BUY,hQaIWhluU7 
[82202] BUY,v2iT5RAbiA,QNK,290.13 
[82203] ADD,hrINHOrbWw,64514.37 
[82204] COMMIT_SELL,e6JAmPjBmb 
[82205] DISPLAY_SUMMARY,wYQUhjq8PE 
[82206] BUY,n4E566ZogW,JGO,189.96 
[82207] COMMIT_BUY,9RCeWXbzj9 
[82208] SELL,y5IWeezXEN,QJZ,406.01 
[82209] QUOTE,UUcfl1X3U9,ZFT 
[82210] QUOTE,aMMzTGXVGg,HIN 
[82211] QUOTE,69DAEr1YIe,ZNW 
[82212] SET_BUY_TRIGGER,uWX4TGhR6O,UDQ,229.97 
[82213] DISPLAY_SUMMARY,hBEPbg75Qp 
[82214] CANCEL_BUY,dALWhJa374 
[82215] ADD,XeYo2ezKey,49854.25 
[82216] SET_SELL_TRIGGER,g3Xh0OB6vf,GCW,121.67 
[82217] BUY,XwKSBoZ6lO,SYM,66.21 
[82218] DISPLAY_SUMMARY,wYQUhjq8PE 
[82219] COMMIT_SELL,WUsol6wtDm 
[82220] DISPLAY_SUMMARY,wYQUhjq8PE 
[82221] BUY,CetaglZj6n,WYD,66.42 
[82222] COMMIT_BUY,unNg5XYq8A 
[82223] CANCEL_SET_SELL,OO6PWyjuYk,BFU 
[82224] COMMIT_SELL,q0Qp5MF3CI 
[82225] BUY,LAu7ZpcWWv,SCK,622.96 
[82226] CANCEL_SELL,pIkIgs3Y8E 
[82227] SET_BUY_TRIGGER,FjKEXA3hdZ,RGM,102.73 
[82228] BUY,uWX4TGhR6O,DED,300.14 
[82229] SET_BUY_AMOUNT,WUsol6wtDm,QAX,706.62 
[82230] SET_BUY_TRIGGER,7Jo2brvLiF,FDI,429.86 
[82231] SELL,OO6PWyjuYk,JQO,224.29 
[82232] DISPLAY_SUMMARY,dALWhJa374 
[82233] DISPLAY_SUMMARY,U4jQmk30QS 
[82234] SET_BUY_TRIGGER,WUsol6wtDm,MVQ,558.78 
[82235] SET_SELL_TRIGGER,vmBnGlfW5S,SYU,188.25 
[82236] ADD,NcGvD9d4mj,73437.24 
[82237] QUOTE,TRCadzjH8F,MWM 
[82238] DISPLAY_SUMMARY,8IA1PUK3hd 
[82239] DISPLAY_SUMMARY,9RCeWXbzj9 
[82240] QUOTE,AnPcs8yTdQ,YPL 
[82241] SET_BUY_TRIGGER,2GizxWZj6J,WSG,40.23 
[82242] CANCEL_BUY,LAu7ZpcWWv 
[82243] QUOTE,HBbyhPrKJi,LAM 
[82244] COMMIT_SELL,uzApK6tlMI 
[82245] SET_BUY_TRIGGER,2GizxWZj6J,SZI,69.77 
[82246] DISPLAY_SUMMARY,F3iruDCI8F 
[82247] QUOTE,F0mQHf8fev,KVK 
[82248] ADD,p876fU7BEx,80158.16 
[82249] QUOTE,LAu7ZpcWWv,VAT 
[82250] SET_SELL_AMOUNT,t56BLlGu3K,MFX,563.71 
[82251] COMMIT_BUY,LAu7ZpcWWv 
[82252] ADD,2xvOQRaMMK,92520.35 
[82253] CANCEL_BUY,JZJCffUI5S 
[82254] SELL,g3Xh0OB6vf,XQC,236.47 
[82255] SET_BUY_AMOUNT,xRR8b3q6bp,LFU,273.59 
[82256] CANCEL_BUY,xETyPXWhj9 
[82257] SET_SELL_AMOUNT,XwKSBoZ6lO,KES,724.98 
[82258] QUOTE,ugupCCzmJf,CTS 
[82259] QUOTE,nV1jqGc3b6,MER 
[82260] SET_BUY_AMOUNT,69DAEr1YIe,ZAN,727.89 
[82261] SELL,8xgyjkdphP,QVK,490.85 
[82262] SET_BUY_TRIGGER,cehNQrvm7R,NVX,395.40 
[82263] COMMIT_SELL,Z5Z6RJO7ho 
[82264] SET_SELL_AMOUNT,e7Zw0RBCl6,RUN,448.30 
[82265] SET_BUY_AMOUNT,ZVyQqBS4Yw,QAX,187.88 
[82266] COMMIT_BUY,v2iT5RAbiA 
[82267] DISPLAY_SUMMARY,wYQUhjq8PE 
[82268] DISPLAY_SUMMARY,F0mQHf8fev 
[82269] ADD,FjKEXA3hdZ,69656.20 
[82270] SET_BUY_AMOUNT,wYQUhjq8PE,CEC,50.61 
[82271] QUOTE,etWfSg2zBt,PSJ 
[82272] QUOTE,FjKEXA3hdZ,LLD 
[82273] QUOTE,kMcjEkmbDd,EDM 
[82274] QUOTE,hPnf9OsmbW,ECI 
[82275] COMMIT_SELL,kcrL7pVjFP 
[82276] CANCEL_SELL,6bw5h7oAdg 
[82277] COMMIT_SELL,ooUBBK63Qe 
[82278] QUOTE,TRCadzjH8F,RRT 
[82279] SET_BUY_TRIGGER,7UUhSRHInh,UDN,119.20 
[82280] QUOTE,2xvOQRaMMK,GQV 
[82281] BUY,FOsYiQU5Qk,ZMA,199.39 
[82282] ADD,7Jo2brvLiF,64252.25 
[82283] BUY,9RCeWXbzj9,NTB,311.92 
[82284] QUOTE,e6JAmPjBmb,ZER 
[82285] QUOTE,FjKEXA3hdZ,TQE 
[82286] SET_SELL_TRIGGER,UuEeoiTzyl,YWK,22.90 
[82287] QUOTE,VEusTtq5S7,GFN 
[82288] SELL,km22Ao7dfo,QGE,609.15 
[82289] DISPLAY_SUMMARY,WUsol6wtDm 
[82290] SELL,JZJCffUI5S,RNK,62.26 
[82291] BUY,dALWhJa374,OLI,158.86 
[82292] SET_BUY_AMOUNT,HBb0dWvkmH,CBO,354.51 
[82293] COMMIT_SELL,n9qniWnHrs 
[82294] BUY,UUcfl1X3U9,SAN,213.19 
[82295] SET_SELL_AMOUNT,AnPcs8yTdQ,KYX,26.38 
[82296] DISPLAY_SUMMARY,LAu7ZpcWWv 
[82297] ADD,3mEsf51UBo,46485.20 
[82298] BUY,p876fU7BEx,NGH,406.57 
[82299] DISPLAY_SUMMARY,gou39c5KlQ 
[82300] COMMIT_SELL,BOvGL2MRxg 
[82301] CANCEL_BUY,kryOHlcACM 
[82302] QUOTE,pIkIgs3Y8E,YPW 
[82303] ADD,etWfSg2zBt,73091.15 
[82304] CANCEL_BUY,xgci4T0tkO 
[82305] COMMIT_SELL,OO6PWyjuYk 
[82306] SELL,F0mQHf8fev,FQP,422.78 
[82307] SELL,D6zA2CRl22,JRJ,51.50 
[82308] QUOTE,hrINHOrbWw,PJJ 
[82309] SET_BUY_TRIGGER,ZVyQqBS4Yw,OBO,129.47 
[82310] COMMIT_BUY,e6JAmPjBmb 
[82311] QUOTE,3mEsf51UBo,LQN 
[82312] SET_SELL_TRIGGER,YBTGw9v3Cl,BYA,111.01 
[82313] CANCEL_SELL,lLn3fa1FIk 
[82314] SET_BUY_TRIGGER,v2iT5RAbiA,LLO,111.72 
[82315] DISPLAY_SUMMARY,x8GMbOCXJX 
[82316] SET_BUY_TRIGGER,69DAEr1YIe,ZCG,381.35 
[82317] SET_BUY_AMOUNT,g3Xh0OB6vf,QGE,747.05 
[82318] ADD,HBbyhPrKJi,73047.92 
[82319] QUOTE,OO6PWyjuYk,PXF 
[82320] DISPLAY_SUMMARY,U4jQmk30QS 
[82321] COMMIT_BUY,1uGQw5a691 
[82322] SET_BUY_AMOUNT,ugupCCzmJf,JVT,232.03 
[82323] DISPLAY_SUMMARY,unNg5XYq8A 
[82324] ADD,xgci4T0tkO,79598.74 
[82325] BUY,UuEeoiTzyl,LCP,599.65 
[82326] SET_BUY_TRIGGER,unNg5XYq8A,XBL,23.45 
[82327] SET_SELL_AMOUNT,aMMzTGXVGg,SQI,232.12 
[82328] SELL,OO6PWyjuYk,FDI,14.42 
[82329] SET_BUY_AMOUNT,3mEsf51UBo,JCQ,128.63 
[82330] CANCEL_SET_BUY,km22Ao7dfo,RGH 
[82331] SET_SELL_AMOUNT,LX1FeVjg6k,SZI,223.79 
[82332] QUOTE,nV1jqGc3b6,WSR 
[82333] BUY,akVcdarOA3,SFR,223.07 
[82334] SELL,7UUhSRHInh,JCQ,549.57 
[82335] DISPLAY_SUMMARY,6bw5h7oAdg 
[82336] SELL,4vBuSX8YYJ,BYA,160.62 
[82337] ADD,qE6dGnwk51,89438.51 
[82338] DISPLAY_SUMMARY,k5RWRveCOY 
[82339] COMMIT_BUY,UUcfl1X3U9 
[82340] SET_BUY_TRIGGER,g3Xh0OB6vf,EOS,577.70 
[82341] DISPLAY_SUMMARY,F3iruDCI8F 
[82342] CANCEL_SELL,g3Xh0OB6vf 
[82343] SET_SELL_TRIGGER,UuEeoiTzyl,FNY,54.32 
[82344] BUY,F3iruDCI8F,XAN,88.82 
[82345] SET_SELL_TRIGGER,XwKSBoZ6lO,KES,569.97 
[82346] ADD,e6JAmPjBmb,67002.00 
[82347] COMMIT_BUY,KnTBc3qwcr 
[82348] SET_SELL_TRIGGER,8pCSyzEP5L,BPE,199.12 
[82349] SET_BUY_TRIGGER,unNg5XYq8A,XER,87.48 
[82350] BUY,HBbyhPrKJi,DNJ,436.86 
[82351] SELL,etWfSg2zBt,SZI,24.34 
[82352] SET_SELL_AMOUNT,FjKEXA3hdZ,UIE,278.62 
[82353] SET_BUY_AMOUNT,TRCadzjH8F,BYA,468.00 
[82354] SET_SELL_TRIGGER,FjKEXA3hdZ,UIE,21.94 
[82355] COMMIT_SELL,etWfSg2zBt 
[82356] SET_BUY_TRIGGER,HBb0dWvkmH,DPG,213.54 
[82357] COMMIT_BUY,n4E566ZogW 
[82358] SET_SELL_TRIGGER,g3Xh0OB6vf,XAN,115.47 
[82359] SELL,UuEeoiTzyl,IQJ,90.32 
[82360] BUY,7Jo2brvLiF,IUN,146.57 
[82361] SET_SELL_TRIGGER,LX1FeVjg6k,SZI,189.32 
[82362] CANCEL_BUY,TViJpUe5JR 
[82363] ADD,8IA1PUK3hd,41057.23 
[82364] SET_SELL_TRIGGER,e7Zw0RBCl6,RUN,240.66 
[82365] SET_BUY_TRIGGER,wYQUhjq8PE,JCL,23.65 
[82366] DISPLAY_SUMMARY,ooUBBK63Qe 
[82367] COMMIT_SELL,OO6PWyjuYk 
[82368] SET_SELL_TRIGGER,AnPcs8yTdQ,KYX,5.24 
[82369] COMMIT_BUY,F3iruDCI8F 
[82370] DISPLAY_SUMMARY,k5RWRveCOY 
[82371] BUY,e6JAmPjBmb,HPN,218.19 
[82372] SET_SELL_TRIGGER,REUXfFUthD,JZJ,176.53 
[82373] CANCEL_SET_SELL,F0mQHf8fev,BRZ 
[82374] DISPLAY_SUMMARY,unNg5XYq8A 
[82375] SET_BUY_TRIGGER,U4jQmk30QS,PST,88.97 
[82376] SET_BUY_TRIGGER,9Z89FNPK7B,JKX,164.09 
[82377] BUY,LX1FeVjg6k,HZP,553.18 
[82378] CANCEL_BUY,e6JAmPjBmb 
[82379] QUOTE,n4E566ZogW,ZWC 
[82380] SET_BUY_AMOUNT,LtO7mQU2OX,JRJ,206.27 
[82381] ADD,g3Xh0OB6vf,53998.01 
[82382] SET_BUY_TRIGGER,TViJpUe5JR,VIK,152.68 
[82383] QUOTE,YBTGw9v3Cl,UZZ 
[82384] ADD,e7Zw0RBCl6,73526.88 
[82385] CANCEL_SET_SELL,2xvOQRaMMK,CBX 
[82386] COMMIT_BUY,nV1jqGc3b6 
[82387] CANCEL_BUY,LAu7ZpcWWv 
[82388] SET_SELL_TRIGGER,kcrL7pVjFP,VFH,102.70 
[82389] SET_BUY_TRIGGER,LtO7mQU2OX,APY,121.85 
[82390] COMMIT_BUY,vRUafgIjuV 
[82391] SET_BUY_TRIGGER,ugupCCzmJf,SQI,22.69 
[82392] CANCEL_SELL,Rq5xFLYt6l 
[82393] BUY,hBEPbg75Qp,BFB,109.75 
[82394] SET_SELL_TRIGGER,xgci4T0tkO,PIC,182.75 
[82395] COMMIT_BUY,HGsodwsfKO 
[82396] DISPLAY_SUMMARY,xETyPXWhj9 
[82397] COMMIT_SELL,4vBuSX8YYJ 
[82398] SET_BUY_TRIGGER,AwEXQhdKGW,VFH,115.62 
[82399] COMMIT_BUY,wYQUhjq8PE 
[82400] SET_BUY_TRIGGER,TRCadzjH8F,BFB,331.88 
[82401] BUY,n4E566ZogW,EMN,41.94 
[82402] CANCEL_SELL,9Z89FNPK7B 
[82403] SET_BUY_TRIGGER,TRCadzjH8F,NZS,91.97 
[82404] COMMIT_BUY,xKgBJKhIlx 
[82405] SET_BUY_TRIGGER,pIkIgs3Y8E,HHC,124.91 
[82406] SET_BUY_TRIGGER,REUXfFUthD,ZQS,87.66 
[82407] SET_BUY_TRIGGER,k5RWRveCOY,FTP,50.00 
[82408] SET_BUY_AMOUNT,cehNQrvm7R,ZYR,4.96 
[82409] QUOTE,oAd3QaqYgz,WNX 
[82410] SELL,wYQUhjq8PE,XLK,602.44 
[82411] SET_BUY_TRIGGER,HGsodwsfKO,GYF,39.67 
[82412] SET_SELL_AMOUNT,uzApK6tlMI,CUZ,84.47 
[82413] SET_SELL_AMOUNT,v2iT5RAbiA,QGE,731.73 
[82414] COMMIT_BUY,dALWhJa374 
[82415] SET_BUY_AMOUNT,AnPcs8yTdQ,AVX,461.86 
[82416] SET_BUY_AMOUNT,XwKSBoZ6lO,KYX,423.05 
[82417] SET_BUY_TRIGGER,Z5Z6RJO7ho,UDN,194.16 
[82418] SET_BUY_TRIGGER,AnPcs8yTdQ,STQ,319.16 
[82419] SET_SELL_AMOUNT,k5RWRveCOY,XQC,315.17 
[82420] CANCEL_BUY,0oVAF91nA3 
[82421] SET_SELL_AMOUNT,U4jQmk30QS,SSF,212.63 
[82422] SET_SELL_TRIGGER,LAu7ZpcWWv,IPH,147.68 
[82423] SET_BUY_TRIGGER,hrINHOrbWw,BRZ,147.19 
[82424] COMMIT_SELL,7UUhSRHInh 
[82425] CANCEL_SELL,7Jo2brvLiF 
[82426] QUOTE,xKgBJKhIlx,GLJ 
[82427] COMMIT_BUY,2xvOQRaMMK 
[82428] SET_BUY_AMOUNT,km22Ao7dfo,KDA,723.34 
[82429] BUY,8IA1PUK3hd,HWO,380.49 
[82430] SET_SELL_AMOUNT,q0Qp5MF3CI,QGE,729.47 
[82431] SET_SELL_AMOUNT,BOvGL2MRxg,IQJ,573.74 
[82432] SET_BUY_TRIGGER,cehNQrvm7R,ZOT,2.32 
[82433] BUY,xRR8b3q6bp,ZJB,86.91 
[82434] SET_SELL_TRIGGER,U4jQmk30QS,SSF,137.86 
[82435] SET_BUY_TRIGGER,nV1jqGc3b6,CAX,71.40 
[82436] DISPLAY_SUMMARY,WUsol6wtDm 
[82437] COMMIT_SELL,wYQUhjq8PE 
[82438] CANCEL_SET_SELL,eGGeSBtfEQ,KDA 
[82439] QUOTE,28VL4WCD6l,SJZ 
[82440] ADD,2GizxWZj6J,59629.22 
[82441] ADD,REUXfFUthD,53295.73 
[82442] DISPLAY_SUMMARY,6bw5h7oAdg 
[82443] ADD,gou39c5KlQ,61796.04 
[82444] DISPLAY_SUMMARY,uzApK6tlMI 
[82445] ADD,FLeNlw500v,88403.83 
[82446] QUOTE,lLn3fa1FIk,SQO 
[82447] COMMIT_BUY,uWX4TGhR6O 
[82448] SET_SELL_AMOUNT,p876fU7BEx,LZV,443.83 
[82449] DISPLAY_SUMMARY,pIkIgs3Y8E 
[82450] DISPLAY_SUMMARY,3mEsf51UBo 
[82451] QUOTE,gou39c5KlQ,GAN 
[82452] BUY,Z5Z6RJO7ho,URI,159.27 
[82453] DISPLAY_SUMMARY,TViJpUe5JR 
[82454] SET_BUY_AMOUNT,ugupCCzmJf,IQJ,650.99 
[82455] QUOTE,uWX4TGhR6O,YKB 
[82456] QUOTE,OO6PWyjuYk,OTD 
[82457] CANCEL_SET_BUY,Z5Z6RJO7ho,RRE 
[82458] SET_BUY_TRIGGER,cehNQrvm7R,OIV,146.74 
[82459] CANCEL_SELL,oAd3QaqYgz 
[82460] ADD,hrINHOrbWw,68514.76 
[82461] BUY,e7Zw0RBCl6,MIU,121.42 
[82462] SELL,e6JAmPjBmb,JZJ,139.11 
[82463] DISPLAY_SUMMARY,pIkIgs3Y8E 
[82464] SET_BUY_TRIGGER,WUsol6wtDm,VVV,60.13 
[82465] SET_BUY_TRIGGER,XwKSBoZ6lO,HTD,57.14 
[82466] COMMIT_SELL,JZJCffUI5S 
[82467] QUOTE,2GizxWZj6J,RXB 
[82468] CANCEL_BUY,kESyNMCJeA 
[82469] SET_SELL_TRIGGER,k5RWRveCOY,XQC,198.85 
[82470] QUOTE,xETyPXWhj9,JXR 
[82471] QUOTE,xETyPXWhj9,VVO 
[82472] SET_BUY_TRIGGER,ugupCCzmJf,CBO,152.32 
[82473] QUOTE,JZJCffUI5S,IQZ 
[82474] SET_BUY_TRIGGER,Z5Z6RJO7ho,ZMA,70.79 
[82475] ADD,8pCSyzEP5L,82704.15 
[82476] ADD,QXEQWDUSMg,52628.68 
[82477] ADD,WUsol6wtDm,57282.23 
[82478] SET_BUY_TRIGGER,LAu7ZpcWWv,WZY,40.05 
[82479] ADD,Z5Z6RJO7ho,69214.13 
[82480] COMMIT_BUY,FOsYiQU5Qk 
[82481] QUOTE,XeYo2ezKey,ZHB 
[82482] ADD,7UUhSRHInh,68319.59 
[82483] COMMIT_BUY,LX1FeVjg6k 
[82484] SET_BUY_AMOUNT,F3iruDCI8F,KYX,443.09 
[82485] SET_SELL_TRIGGER,aMMzTGXVGg,SQI,42.28 
[82486] DISPLAY_SUMMARY,LtO7mQU2OX 
[82487] SET_BUY_TRIGGER,0oVAF91nA3,LKV,88.74 
[82488] SET_SELL_AMOUNT,uzApK6tlMI,KES,701.09 
[82489] DISPLAY_SUMMARY,kESyNMCJeA 
[82490] QUOTE,xKgBJKhIlx,SWJ 
[82491] SET_SELL_AMOUNT,vmBnGlfW5S,SUS,609.91 
[82492] BUY,kESyNMCJeA,RQT,698.50 
[82493] BUY,nV1jqGc3b6,DPG,243.85 
[82494] CANCEL_BUY,CetaglZj6n 
[82495] BUY,28VL4WCD6l,CVK,240.96 
[82496] SET_SELL_TRIGGER,v2iT5RAbiA,QGE,694.47 
[82497] SET_BUY_TRIGGER,4vBuSX8YYJ,WXV,151.34 
[82498] SET_SELL_TRIGGER,p876fU7BEx,LZV,119.89 
[82499] DISPLAY_SUMMARY,kryOHlcACM 
[82500] QUOTE,XeYo2ezKey,JLK 
[82501] BUY,g3Xh0OB6vf,PYM,403.19 
[82502] ADD,xKgBJKhIlx,61069.03 
[82503] BUY,REUXfFUthD,FMJ,502.58 
[82504] QUOTE,YBTGw9v3Cl,ZJG 
[82505] QUOTE,TViJpUe5JR,EOY 
[82506] ADD,hQaIWhluU7,80497.24 
[82507] SET_BUY_TRIGGER,AnPcs8yTdQ,TZJ,60.91 
[82508] ADD,pIkIgs3Y8E,56171.14 
[82509] COMMIT_BUY,8pCSyzEP5L 
[82510] SET_BUY_AMOUNT,kMcjEkmbDd,SQI,344.76 
[82511] DISPLAY_SUMMARY,dALWhJa374 
[82512] BUY,ooUBBK63Qe,XQC,559.89 
[82513] SET_BUY_AMOUNT,XwKSBoZ6lO,UTV,381.35 
[82514] CANCEL_SET_SELL,t56BLlGu3K,MFX 
[82515] SET_SELL_TRIGGER,BOvGL2MRxg,IQJ,56.39 
[82516] SELL,TRCadzjH8F,XLK,366.81 
[82517] SET_SELL_AMOUNT,n4E566ZogW,OEY,436.79 
[82518] BUY,AnPcs8yTdQ,FUR,254.90 
[82519] QUOTE,9Z89FNPK7B,PYM 
[82520] SET_SELL_AMOUNT,n9qniWnHrs,SUS,697.62 
[82521] SET_SELL_TRIGGER,n9qniWnHrs,SUS,113.97 
[82522] ADD,HBb0dWvkmH,58071.86 
[82523] SET_BUY_TRIGGER,AnPcs8yTdQ,PHE,95.70 
[82524] ADD,2GizxWZj6J,72443.77 
[82525] ADD,BOvGL2MRxg,64256.67 
[82526] COMMIT_BUY,e7Zw0RBCl6 
[82527] COMMIT_BUY,28VL4WCD6l 
[82528] SET_SELL_AMOUNT,NcGvD9d4mj,SUS,211.27 
[82529] DISPLAY_SUMMARY,1uGQw5a691 
[82530] COMMIT_SELL,TRCadzjH8F 
[82531] SET_SELL_TRIGGER,uzApK6tlMI,KES,235.17 
[82532] COMMIT_BUY,g3Xh0OB6vf 
[82533] CANCEL_SET_BUY,uWX4TGhR6O,CTT 
[82534] SELL,uWX4TGhR6O,VTY,503.90 
[82535] COMMIT_BUY,mR1GL8In4q 
[82536] QUOTE,7UUhSRHInh,WYD 
[82537] BUY,VEusTtq5S7,GYT,147.38 
[82538] BUY,gou39c5KlQ,GJR,483.18 
[82539] ADD,t56BLlGu3K,63609.57 
[82540] CANCEL_SET_SELL,x8GMbOCXJX,KBN 
[82541] SET_SELL_TRIGGER,8pCSyzEP5L,YKB,76.35 
[82542] SET_BUY_TRIGGER,wYQUhjq8PE,VFH,130.44 
[82543] COMMIT_BUY,gou39c5KlQ 
[82544] ADD,KnTBc3qwcr,63056.54 
[82545] CANCEL_SET_SELL,vmBnGlfW5S,SUS 
[82546] SET_SELL_AMOUNT,p876fU7BEx,LFU,325.87 
[82547] QUOTE,7UUhSRHInh,RVZ 
[82548] BUY,QXEQWDUSMg,ECI,585.34 
[82549] QUOTE,hrINHOrbWw,NVN 
[82550] BUY,ZVyQqBS4Yw,XLI,342.45 
[82551] ADD,0oVAF91nA3,93880.42 
[82552] CANCEL_BUY,ugupCCzmJf 
[82553] ADD,k5RWRveCOY,52017.83 
[82554] SELL,F3iruDCI8F,BCQ,666.81 
[82555] CANCEL_SET_SELL,8IA1PUK3hd,DRP 
[82556] ADD,YBTGw9v3Cl,53882.76 
[82557] SET_BUY_AMOUNT,TRCadzjH8F,RNK,306.09 
[82558] COMMIT_BUY,hBEPbg75Qp 
[82559] SELL,REUXfFUthD,SQI,400.55 
[82560] BUY,akVcdarOA3,JLK,264.58 
[82561] BUY,U4jQmk30QS,SSL,370.96 
[82562] DISPLAY_SUMMARY,kryOHlcACM 
[82563] BUY,hPnf9OsmbW,ZEG,595.96 
[82564] SELL,vRUafgIjuV,MXD,186.62 
[82565] QUOTE,YBTGw9v3Cl,ZZD 
[82566] COMMIT_SELL,e6JAmPjBmb 
[82567] BUY,hQaIWhluU7,HSH,478.69 
[82568] DISPLAY_SUMMARY,LtO7mQU2OX 
[82569] BUY,KnTBc3qwcr,FVZ,637.77 
[82570] ADD,gou39c5KlQ,67597.67 
[82571] SET_BUY_TRIGGER,HBb0dWvkmH,GAL,164.89 
[82572] QUOTE,ZVyQqBS4Yw,BTP 
[82573] ADD,FOsYiQU5Qk,60691.56 
[82574] QUOTE,7UUhSRHInh,MHI 
[82575] SELL,LtO7mQU2OX,UTV,561.78 
[82576] SELL,FjKEXA3hdZ,FDI,489.85 
[82577] CANCEL_SET_BUY,km22Ao7dfo,OTD 
[82578] SET_BUY_TRIGGER,Z5Z6RJO7ho,BMW,64.70 
[82579] SET_SELL_AMOUNT,1uGQw5a691,JQO,663.73 
[82580] BUY,AwEXQhdKGW,BPK,585.37 
[82581] ADD,uzApK6tlMI,65847.55 
[82582] DISPLAY_SUMMARY,HBbyhPrKJi 
[82583] BUY,e6JAmPjBmb,XLV,323.31 
[82584] DISPLAY_SUMMARY,2xvOQRaMMK 
[82585] SET_SELL_AMOUNT,7Jo2brvLiF,KES,692.17 
[82586] SET_SELL_AMOUNT,mR1GL8In4q,UIE,223.05 
[82587] ADD,xka9Jdr7ac,69259.75 
[82588] COMMIT_SELL,D6zA2CRl22 
[82589] COMMIT_SELL,y5IWeezXEN 
[82590] COMMIT_SELL,U4jQmk30QS 
[82591] BUY,7UUhSRHInh,DES,380.32 
[82592] SET_SELL_AMOUNT,xETyPXWhj9,UBJ,249.14 
[82593] SET_BUY_AMOUNT,x8GMbOCXJX,QVK,225.00 
[82594] SELL,ZVyQqBS4Yw,ZAN,114.37 
[82595] QUOTE,km22Ao7dfo,RQF 
[82596] SELL,q0Qp5MF3CI,JQO,236.43 
[82597] COMMIT_SELL,LtO7mQU2OX 
[82598] COMMIT_BUY,hPnf9OsmbW 
[82599] SET_SELL_TRIGGER,xETyPXWhj9,UBJ,187.75 
[82600] COMMIT_BUY,kESyNMCJeA 
[82601] CANCEL_SET_SELL,q0Qp5MF3CI,QGE 
